,Hotel Name,Rating,Address,City Code,Place ID
382,Hampton Inn and Suites Savannah-Airport,4.3,"70 Stephen South Green Drive, Savannah",SAV,ChIJyXj-Hlqh-4gRWJ0Lb9KoHno
383,Super 8 by Wyndham Vandalia/Dayton International Airport,3.1,"550 East National Road, Vandalia",DAY,ChIJZ1RI9Jt-P4gR3H9kEmJbGwQ
384,Courtyard by Marriott Dayton North,4,"7087 Miller Lane, Dayton",DAY,ChIJMQytvw5-P4gRo9eJOLHe_rg
385,Residence Inn by Marriott Dayton Vandalia,4.4,"7227 York Center Drive, Dayton",DAY,ChIJlQY2GAx-P4gR8gxAta4MW3I
386,Hampton Inn & Suites Dayton-Vandalia,4.3,"7043 Miller Lane, Dayton",DAY,ChIJz_J57w5-P4gReqy3zRa9ZaA
387,Hawthorn Suites by Wyndham Dayton North,3.1,"7070 Poe Avenue, Dayton",DAY,ChIJGV8UoAl-P4gRtsXdOFHpMx0
388,"The Historic Davenport, Autograph Collection",4.6,"10 South Post Street, Spokane",GEG,ChIJoTimK2cYnlQR7BfF2VEGVZ4
389,Hampton Inn Spokane,4.4,"2010 South Assembly Road, Spokane",GEG,ChIJHX3a-_AXnlQReokh0QBkSs0
390,Hotel Ruby,4.1,"901 West 1st Avenue, Spokane",GEG,ChIJSewz3mYYnlQRF9Ds9pDTO5Y
391,Best Western Plus Peppertree Airport Inn,4.1,"3711 South Geiger Boulevard, Spokane",GEG,ChIJ2bAHlNYXnlQRiidVdEHHqug
392,Hilton Garden Inn Spokane Airport,4.5,"9015 U.S. 2, Spokane",GEG,ChIJA4ShO60XnlQRt7ndBtC00QY
393,"Holiday Inn Boise Airport, an IHG Hotel",4.3,"2970 West Elder Street, Boise",BOI,ChIJYaWKBONXrlQRy-2-KBi8wsg
394,TownePlace Suites by Marriott Boise Downtown/University,4.3,"1455 South Capitol Boulevard, Boise",BOI,ChIJK8VPLIv4rlQRBRtqqcDjKG4
395,Inn America - Boise,4.1,"2275 West Airport Way, Boise",BOI,ChIJ-SsC-P1XrlQRv0kt0hrodRc
396,Super 8 by Wyndham Boise,3,"2773 West Elder Street, Boise",BOI,ChIJk4yVxOJXrlQRJfiRjaw2E_c
397,Residence Inn by Marriott Boise Downtown/University,4.4,"1401 South Lusk Place, Boise",BOI,ChIJsxJPOov4rlQRXV1hYJLrJtE
398,Best Western Plus Executive Court Inn & Conference Center,4.3,"13500 South Willow Street, Manchester",MHT,ChIJEy52sttN4okRL3pXLGJB7lw
399,"Holiday Inn Express & Suites Manchester-Airport, an IHG Hotel",4.2,"1298 South Porter Street, Manchester",MHT,ChIJDSoMTIlO4okRbxjycxSKr1M
400,Hilton Garden Inn Manchester Downtown,4.3,"101 South Commercial Street, Manchester",MHT,ChIJbba6mNBO4okRnC2wWOeJkp8
401,Homewood Suites by Hilton Manchester/Airport,4.1,"1000 Perimeter Road, Manchester",MHT,ChIJozYONjlM4okRCdz_7Zqu-AA
402,"Holiday Inn Manchester Airport, an IHG Hotel",4.3,"2280 Brown Avenue, Manchester",MHT,ChIJR0qa6SFM4okRfwlp3sAjs0s
403,Travelodge by Wyndham Fort Myers Airport,3,"13661 Indian Paint Lane, Fort Myers",FMY,ChIJW_Ms_LgU24gRZvkum25NQg4
404,SpringHill Suites by Marriott Fort Myers Airport,4.3,"9501 Marketplace Road, Fort Myers",FMY,ChIJ1d79SK2KXIYRpf8sdr5O0RQ
405,La Quinta Inn & Suites by Wyndham Fort Myers Airport,3.5,"9521 Marketplace Road, Fort Myers",FMY,ChIJoW0ycbcU24gR6GMS-zeVGws
406,Hampton Inn Ft. Myers-Airport I-75,4.4,"9241 Marketplace Road, Fort Myers",FMY,ChIJTcl8-8cU24gRjQDgXkG_HSM
407,Comfort Inn & Suites Airport,4.2,"10081 Intercom Drive, Fort Myers",FMY,ChIJgeS7H7sU24gRns5QcK4qSc0
408,La Quinta Inn & Suites by Wyndham Portland,4,"340 Park Avenue, Portland",PWM,ChIJ289tMQicskwR4xARHl3esKU
409,Best Western Merry Manor Inn,4.3,"700 Main Street, South Portland",PWM,ChIJf2TS7NKeskwR9NGKndhau0Q
410,Howard Johnson by Wyndham South Portland,3.7,"675 Main Street, South Portland",PWM,ChIJdy23ndKeskwRDSWwYbGRr3o
411,"Holiday Inn Express & Suites South Portland, an IHG Hotel",4.3,"303 Sable Oaks Drive, South Portland",PWM,ChIJe8eOZXGZskwRwozYc6lkTBo
412,Fireside Inn & Suites Portland,3.8,"81 Riverside Street, Portland",PWM,ChIJbWQ7Pk6askwRum2woCKliBo
413,Best Western Plus South Coast Inn,4.4,"5620 Calle Real, Goleta",SBA,ChIJN6TrD3FA6YARrqK_v2HYrdc
414,Ramada by Wyndham Santa Barbara,4.1,"4770 Calle Real, Santa Barbara",SBA,ChIJg5Yeoqpq6YAROj6fhRU791g
415,"The Ritz-Carlton Bacara, Santa Barbara",4.4,"8301 Hollister Avenue, Santa Barbara",SBA,ChIJR5dB3hRH6YARhngDWzUoGl4
416,Kimpton Canary Hotel,4.5,"31 West Carrillo Street, Santa Barbara",SBA,ChIJj4oQBXwU6YARZ93NzVVjolY
417,Hotel Santa Barbara,4.3,"533 State Street, Santa Barbara",SBA,ChIJAyHWC3gU6YARIyx8qUv3gnA
418,Howard Johnson by Wyndham Wichita Airport,3.4,"6575 West Kellogg Drive, Wichita",ICT,ChIJOUZgN7jguocRNyEIqnlz-BU
419,Sonesta Simply Suites Wichita Airport,4.4,"570 South Julia Street, Wichita",ICT,ChIJz4KNvsbguocR8ZxPIZZ4ckg
420,DoubleTree by Hilton Hotel Wichita Airport,4.4,"2098 South Airport Road, Wichita",ICT,ChIJ27Wt9lDnuocRepi1UGFkGJM
421,"Holiday Inn Express & Suites Wichita Airport, an IHG Hotel",4.1,"1236 South Dugan Road, Wichita",ICT,ChIJp3HbCbjguocRIz_Dyr0LIHg
422,Best Western Plus Wichita West Airport Inn,4.4,"3800 West Kellogg Drive, Wichita",ICT,ChIJIwYDmSXhuocRhHV_NCS6HE4
423,Courtyard by Marriott Palm Springs,4.2,"1300 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJa3mVrJ4b24ARQbQyEMBEMMw
424,Renaissance Palm Springs Hotel,4.3,"888 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJG001FqIb24ARf6DmPPoRowk
425,The Saguaro Palm Springs,4,"1800 East Palm Canyon Drive, Palm Springs",PSP,ChIJgawnVGgb24AROV1E8Q2PxYE
426,Hilton Palm Springs,4.1,"400 East Tahquitz Canyon Way, Palm Springs",PSP,ChIJFZ53d6Qb24AReSJBflV_-aY
427,Best Western Plus Las Brisas Hotel,4.3,"222 South Indian Canyon Drive, Palm Springs",PSP,ChIJB9QhvaYb24ARz651gCe7-wA
428,Best Western East Towne Suites,3.9,"4801 Annamark Drive, Madison",MSN,ChIJoZmbuPVWBogRLeMXEwSYXj8
429,"Motel 6 Madison, WI - East",3.2,"4202 East Towne Boulevard, Madison",MSN,ChIJc2DUJY5WBogRPzm7W2_JlL8
430,"Red Roof Inn Madison, WI",3,"4830 Hayes Road, Madison",MSN,ChIJJeJ45l5WBogRr9nce9laFXw
431,Motel 6 Madison North,2.6,"1754 Thierer Road, Madison",MSN,ChIJXRh2m5pWBogRC0x3nPoJY78
432,Hampton Inn Madison East Towne Mall Area,4.4,"4820 Hayes Road, Madison",MSN,ChIJp9Q16V5WBogRni5vJsfjIyM
433,"Holiday Inn Grand Rapids - Airport, an IHG Hotel",4,"3063 Lake Eastbrook Boulevard Southeast, Grand Rapids",GRR,ChIJE0MnHRFNGIgRUGU8SYR2btY
434,Sheraton Grand Rapids Airport Hotel,3.8,"5700 28th Street Southeast, Grand Rapids",GRR,ChIJ7_xL7N1NGIgReDpb98MOKYM
435,Hampton Inn & Suites Grand Rapids-Airport 28th St,4,"5200 28th Street Southeast, Grand Rapids",GRR,ChIJdc0rPcBNGIgRgEpdGjRHWPc
436,Homewood Suites by Hilton Grand Rapids,3.7,"3920 Stahl Drive Southeast, Grand Rapids",GRR,ChIJiYWrUg1NGIgRnHINjEW2RfU
437,Courtyard by Marriott Grand Rapids Airport,4.1,"4741 28th Street Southeast, Grand Rapids",GRR,ChIJZYb9paJNGIgRTc0V96vJbWY
438,Des Moines Marriott Downtown,4.3,"700 Grand Avenue, Des Moines",DSM,ChIJTUirfQGZ7ocRsdJ8_2tgTag
439,Hilton Garden Inn Des Moines/Urbandale,4.4,"8600 Northpark Drive, Johnston",DSM,ChIJB032EYSd7ocRqWzIf9Z8d2c
440,Embassy Suites by Hilton Des Moines Downtown,4.2,"101 East Locust Street, Des Moines",DSM,ChIJRykGFayZ7ocROQSNdyBtxP0
441,Sheraton West Des Moines Hotel,4.1,"1800 50th Street, West Des Moines",DSM,ChIJ9yi_Kugg7IcRtN89yElQBdI
442,Hampton Inn Des Moines-Airport,4,"5001 Fleur Drive, Des Moines",DSM,ChIJsQx5fgui7ocRKPATjjJpzIo
443,La Quinta Inn & Suites by Wyndham South Burlington,3.6,"1285 Williston Road, South Burlington",BTV,ChIJdyWN9S56ykwR4bjyKwweor0
444,"Holiday Inn Burlington, an IHG Hotel",3.9,"1068 Williston Road, South Burlington",BTV,ChIJbwHPyjB6ykwR6ptI39xLR5Q
445,Hilton Burlington Lake Champlain,3.9,"60 Battery Street, Burlington",BTV,ChIJ5wGp9PB6ykwRARmQ9CjEh5M
446,Courtyard by Marriott Burlington Harbor,4.4,"25 Cherry Street, Burlington",BTV,ChIJX63c7vZ6ykwRZm41PFFna7g
447,The Essex,4.3,"70 Essex Way, Essex Junction",BTV,ChIJUf2rRZh3ykwRYEVYXj8hRjU
448,Courtyard by Marriott Little Rock Downtown,4.1,"521 President Clinton Avenue, Little Rock",LIT,ChIJo7cezHi70ocRz-esf00t0ow
449,"Holiday Inn Express Little Rock-Airport, an IHG Hotel",3.9,"3121 Bankhead Drive, Little Rock",LIT,ChIJq1OtCda70ocR8L_4Lv2sa5Q
450,Comfort Inn & Suites Airport,4.2,"4301 East Roosevelt Road, Little Rock",LIT,ChIJyW0m2tm70ocRMrCikDixC1I
451,Comfort Inn & Suites Presidential,4.3,"707 Interstate 30, Little Rock",LIT,ChIJm5CPP5270ocR_dryBsxhkuc
452,Hampton Inn & Suites Little Rock-Downtown,4.2,"320 River Market Avenue, Little Rock",LIT,ChIJ-6UdqHm70ocRhfdVMz5QKG4
453,Embassy Suites by Hilton Greensboro Airport,4.1,"204 Centreport Drive, Greensboro",GSO,ChIJqzCueYoEU4gRHq66D41kDHc
454,Greensboro-High Point Marriott Airport,4.3,"One Marriott Drive, Greensboro",GSO,ChIJS-abXWcDU4gRPghpbY3gmZs
455,Residence Inn by Marriott Greensboro Airport,4,"7616 Thorndike Road, Greensboro",GSO,ChIJ5Y4xBvUEU4gRaFlyGOsCX1g
456,"Holiday Inn Express & Suites Greensboro - Airport Area, an IHG Hotel",4.4,"645 South Regional Road, Greensboro",GSO,ChIJMYZFZPMEU4gR_llHCyV4vv0
457,Homewood Suites by Hilton Greensboro,4,"201 Centreport Drive, Greensboro",GSO,ChIJ3eUa3WEEU4gRFCbgeSGVu-8
458,Hilton Garden Inn Tulsa Airport,3.5,"7728 East Virgin Court, Tulsa",TUL,ChIJY7HgdA3ytocRrsosK1Rvdk4
459,OYO Hotel Tulsa International Airport,2.6,"1016 North Garnett Road, Tulsa",TUL,ChIJs3mSYqnztocR9hGHoR6z8Uw
460,La Quinta Inn & Suites by Wyndham Tulsa Airpt / Expo Square,3.5,"23 North 67th East Avenue, Tulsa",TUL,ChIJg1pC04HttocRX2wsmayqBmM
461,"Country Inn & Suites by Radisson, Tulsa, OK",3.5,"1034 North Garnett Road, Tulsa",TUL,ChIJs1WK-qvztocRWQSiVmJF8_4
462,The Campbell Hotel,4.4,"2636 East 11th Street, Tulsa",TUL,ChIJeaiC_O_stocRq8KBBOPfsyM
463,Four Seasons Resort Hualalai,4.7,"72-100 Ka'upulehu Drive, Kailua-Kona",KOA,ChIJIX4RcbFzVHkRQdMrhTjUyzM
464,Courtyard by Marriott King Kamehameha's Kona Beach Hotel,4.2,"75-5660 Palani Road, Kailua-Kona",KOA,ChIJs9LSzvgOVHkRPxwo30Zg4ns
465,Kona Seaside Hotel,4,"75-5652 Likana Lane, Kailua-Kona",KOA,ChIJ5082vvgOVHkRrpgQ44DyNjM
466,Royal Kona Resort,4.1,"75-5852 Ali‘i Drive, Kailua-Kona",KOA,ChIJU-3R4wIPVHkRXWXFJtNIvOw
467,Kona Islander Inn Hotel,3.6,"75-5776 Kuakini Highway, Kailua-Kona",KOA,ChIJZ5kWU_wOVHkRWyLmY7drshM
468,Hotel Shangri-La,4.1,"1301 Ocean Avenue, Santa Monica",SMO,ChIJIxnYQcWkwoARVbqXi2BrqlM
469,Fairmont Miramar - Hotel & Bungalows,4.4,"101 Wilshire Boulevard, Santa Monica",SMO,ChIJBx8nTcSkwoAR1bDfXdfVf20
470,The Georgian Hotel,4.3,"1415 Ocean Avenue, Santa Monica",SMO,ChIJmUX7DdCkwoAREiyIPcEgeu0
471,HI Los Angeles Santa Monica Hostel,4.3,"1436 2nd Street, Santa Monica",SMO,ChIJC3edO9CkwoARYkgjx-ONxDs
472,Ocean View Hotel,4.1,"1447 Ocean Avenue, Santa Monica",SMO,ChIJd5_ZadCkwoARWV1mjHVj1lA
473,Hampton Inn Pensacola-Airport (Cordova Mall Area),4,"2187 Airport Boulevard, Pensacola",PNS,ChIJwy96iD_AkIgRUCRgb8JXDiM
474,Days Inn by Wyndham Pensacola - Historic Downtown,3.5,"710 North Palafox Street, Pensacola",PNS,ChIJC5uOgqbAkIgRSAJ_3SpT5Nw
475,"Holiday Inn Pensacola - University Area, an IHG Hotel",4.2,"7813 North Davis Highway, Pensacola",PNS,ChIJuzBk1azqkIgRRNKP-L75KZ8
476,Hampton Inn & Suites Pensacola I-10 North at University Town Plaza,4.2,"7050 Plantation Road, Pensacola",PNS,ChIJH7H9Ef6_kIgRrMGCq83PGjc
477,La Quinta Inn by Wyndham Pensacola,2.7,"7750 North Davis Highway, Pensacola",PNS,ChIJsQ2L8azqkIgR8ngPWCy-Ibw
478,"Holiday Inn Hasbrouck Heights-Meadowlands, an IHG Hotel",4.1,"283 New Jersey 17, Hasbrouck Heights",TEB,ChIJpaI0oKT5wokRlCPv9AvDhU8
479,Hilton Hasbrouck Heights/Meadowlands,3.9,"650 Terrace Avenue, Hasbrouck Heights",TEB,ChIJze1A5ZD5wokRw5API3ksj8A
480,Rodeway Inn Capri,3.3,"1 Valley Road, Little Ferry",TEB,ChIJK9BBA9n5wokRQNwiedz51zs
481,"Holiday Inn Express & Suites Meadowlands Area, an IHG Hotel",4.1,"100 Paterson Plank Road, Carlstadt",TEB,ChIJJ8wNqGb4wokRRVBNDZFgMT4
482,Hampton Inn Carlstadt-At The Meadowlands,4.3,"304 Paterson Plank Road, Carlstadt",TEB,ChIJow_RQXBXwokRF4JioUKSmOM
483,Hampton Inn & Suites Los Angeles/Sherman Oaks,4.3,"5638 Sepulveda Boulevard, Sherman Oaks",LAX,ChIJF_h3_56XwoARhaPL2hznm7A
484,Best Western Plus Carriage Inn,4.1,"5525 Sepulveda Boulevard, Sherman Oaks",LAX,ChIJa02o2p6XwoAR0Gj1-7a9g7k
485,"Holiday Inn Express Van Nuys, an IHG Hotel",3.8,"8244 Orion Avenue, Van Nuys",LAX,ChIJu_XS1rOQwoARuxXCE3_eSVY
486,Airtel Plaza Hotel,3.9,"7277 Valjean Avenue, Van Nuys",LAX,ChIJT2wg51eXwoAR8rIpTKoTJuA
487,"Motel 6 Sepulveda, CA - Los Angeles - Van Nuys - North Hills",3.3,"15711 Roscoe Boulevard, North Hills",LAX,ChIJZRyZ1a-QwoARrcWUP4GSl1k
488,Fairfield Inn & Suites by Marriott Rapid City,4,"1314 North Elk Vale Road, Rapid City",RAP,ChIJbR38_udnfYcRvBAgsqFLTik
489,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton",4.3,"523 6th Street, Rapid City",RAP,ChIJg10sNdNcfYcRRW7tT015U48
490,Hilton Garden Inn Rapid City,4.3,"815 East Mall Drive, Rapid City",RAP,ChIJTfnE0xJdfYcRAvJNDahJDIg
491,Hampton Inn Rapid City,4.1,"1720 Rapp Street, Rapid City",RAP,ChIJuVLF9RVdfYcRRoI01lxMaXo
492,Best Western Ramkota Hotel,3.9,"2111 North Lacrosse Street, Rapid City",RAP,ChIJK1VuuxZdfYcRYoCRgLfR1p0
493,Hampton Inn Knoxville-Airport,4.2,"148 International Avenue, Alcoa",TYS,ChIJM9-JKAQhXIgR2C61Gas8D4o
494,Hilton Knoxville Airport,4.4,"2001 Alcoa Highway, Alcoa",TYS,ChIJ3S3nSOEgXIgR6vb4gftaNng
495,Courtyard by Marriott Knoxville Airport Alcoa,4.3,"141 Furrow Way, Alcoa",TYS,ChIJT1jLDAIhXIgRXv_Aq5YhiZc
496,"Holiday Inn Express & Suites Alcoa (Knoxville Airport), an IHG Hotel",4.4,"130 Associates Boulevard, Alcoa",TYS,ChIJt4ueppMgXIgRyyO6houeB3Y
497,"Candlewood Suites Knoxville Airport-Alcoa, an IHG Hotel",4,"176 Cusick Road, Alcoa",TYS,ChIJw3nrkgMhXIgRiHTmeaDgn3Q
498,Homewood Suites by Hilton Tallahassee,4.3,"2987 Apalachee Parkway, Tallahassee",TLH,ChIJMws0ZrVf7IgRqPOHyKFlYZY
499,Fairfield Inn & Suites by Marriott Tallahassee Central,4.2,"2997 Apalachee Parkway, Tallahassee",TLH,ChIJeZXLJ7Vf7IgR5iw6oYwXZVw
500,Four Points by Sheraton Tallahassee Downtown,4,"316 West Tennessee Street, Tallahassee",TLH,ChIJdUtEmHb17IgR_JYPfAsF83Y
501,DoubleTree by Hilton Hotel Tallahassee,4.2,"101 South Adams Street, Tallahassee",TLH,ChIJU3nzk3D17IgRKpgJpWXrWFQ
502,SpringHill Suites by Marriott Tallahassee Central,4.3,"1300 Executive Center Drive, Tallahassee",TLH,ChIJAyCeqbdf7IgRZgK5PdDSraw
503,Best Western Plus Fresno Airport Hotel,4.2,"1551 North Peach Avenue, Fresno",FAT,ChIJZ1YsX71elIARYrVX_u3DTXo
504,"Homewood Suites by Hilton Fresno Airport/Clovis, CA",4.3,"835 Gettysburg Avenue, Clovis",FAT,ChIJAUQL4XRclIARHvRAtSga2sY
505,Hilton Garden Inn Clovis,4.1,"520 West Shaw Avenue, Clovis",FAT,ChIJgwY9711clIAR-XkNTUYN0k8
506,"Holiday Inn Express & Suites Clovis-Fresno Area, an IHG Hotel",4,"650 West Shaw Avenue, Clovis",FAT,ChIJncWLKVxclIARdD5yu1D7qqI
507,Hampton Inn & Suites Clovis-Airport North,4.2,"855 Gettysburg Avenue, Clovis",FAT,ChIJDRyGH3VclIAR7A7vqY74838
508,Hampton Inn & Suites Sarasota/Bradenton-Airport,4.3,"975 University Parkway, Sarasota",SRQ,ChIJDf4oLts_w4gRy2J34JnyrpE
509,Hilton Garden Inn Sarasota-Bradenton Airport,4.1,"8270 North Tamiami Trail, Sarasota",SRQ,ChIJsUjHE34Vw4gRP0OdD5Is2SI
510,Ramada by Wyndham Sarasota Waterfront,3.5,"7150 North Tamiami Trail, Sarasota",SRQ,ChIJ_1W8M5AVw4gRRBIwOhNShU4
511,SpringHill Suites by Marriott Sarasota Bradenton,3.8,"1020 University Parkway, Sarasota",SRQ,ChIJ8_g5t8Q_w4gRHJziKZPtZfc
512,"Hotel Indigo Sarasota, an IHG Hotel",4.5,"1223 Boulevard of the Arts, Sarasota",SRQ,ChIJ-0P9ZA5Aw4gR71lS69AigVA
513,"Holiday Inn & Suites Albuquerque Airport, an IHG Hotel",3.7,"1501 Sunport Place Southeast, Albuquerque",ABQ,ChIJWSNsYHcMIocRAEwTzmc2p4Q
514,Hilton Garden Inn Albuquerque Airport,3.9,"2601 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJ19wg04ULIocRD295rgmyS5o
515,"Holiday Inn Express & Suites Albuquerque Airport, an IHG Hotel",4.3,"1921 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJKxw9BYILIocRxWmgRIN0608
516,Sheraton Albuquerque Airport Hotel,4,"2910 Yale Boulevard Southeast, Albuquerque",ABQ,ChIJO1Sk9IULIocROm7jBp0RNYQ
517,Fairfield Inn & Suites by Marriott Albuquerque Airport,3.9,"2300 Centre Avenue Southeast, Albuquerque",ABQ,ChIJ13wBU4ILIocRpT2xkae5lMY
518,Atlanta Airport Marriott Gateway,4.4,"2020 Convention Center Concourse, Atlanta",ATL,ChIJh9qjPsLi9IgRiBpQaVMRTmM
519,Days Inn by Wyndham College Park Airport Best Road,3,"4505 Best Road, College Park",ATL,ChIJTcnwBd7i9IgRBdMt19FVc9U
520,"Holiday Inn Express Atlanta Airport-College Park, an IHG Hotel",3.8,"4601 Best Road, College Park",ATL,ChIJW6-E0t_i9IgRNU8CN079VD8
521,The Westin Atlanta Airport,4.1,"4736 Best Road, Atlanta",ATL,ChIJs-e3biDj9IgR42e_U-svTsY
522,Atlanta Airport Marriott,4.3,"4711 Best Road, Atlanta",ATL,ChIJc6teEyDj9IgR1XhXudL9XBI
523,Aloft BWI Baltimore Washington International Airport,3.7,"1741 West Nursery Road, Linthicum Heights",BWI,ChIJUdwkj4zit4kRVFdQFZcppG4
524,Hilton Baltimore BWI Airport,4.3,"1739 West Nursery Road, Linthicum Heights",BWI,ChIJfVS3hYzit4kRh6WUVco_4Ag
525,BWI Airport Marriott,4.2,"1743 West Nursery Road, Linthicum Heights",BWI,ChIJa0r6qIvit4kRuyI_mMaCzMQ
526,Sheraton Baltimore Washington Airport Hotel - BWI,4.1,"1100 Old Elkridge Landing Road, Linthicum Heights",BWI,ChIJ58-kZnvit4kRRaQwj95lfag
527,The Westin Baltimore Washington Airport - BWI,4.2,"1110 Old Elkridge Landing Road, Linthicum Heights",BWI,ChIJ58-kZnvit4kRHOh9miSvsDM
528,Hilton Boston Logan Airport,4.1,"One Hotel Drive, Boston",BOS,ChIJc9thrD9w44kRLRAPv-EXzT8
529,Hyatt Regency Boston Harbor,4.4,"101 Harborside Drive, Boston",BOS,ChIJO7whihFw44kR0qUerB-XS4o
530,Embassy Suites by Hilton Boston at Logan Airport,4.1,"207 Porter Street, Boston",BOS,ChIJk0IQX0Fw44kR5XxQKfT28rI
531,Northeast Suites,4.5,"50 Lewis Street, East Boston",BOS,ChIJNRjOlYV044kRiOfrEfELq54
532,158 Cottage St LLC,3,"158 Cottage Street, Boston",BOS,ChIJ6xwrz0Nw44kR3rdffxQZDhI
533,Hotel Flamingo Cancun Resort,3.9,"Boulevard Kukulcan km 11.5, Zona Hotelera, Cancún",CUN,ChIJq6qqYQ0rTI8RZeqGQ9iCIZc
534,Royal Sands - Resort & SPA,4.6,"Boulevard Kukulcan Km 13.5, Zona Hotelera, Cancún",CUN,ChIJCUbAonqv14ARL7pMhy0d5yM
535,Grand Fiesta Americana Coral Beach Cancún - All Inclusive,4.6,"Boulevard Kukulcan km. 9.5, Zona Hotelera, Cancún",CUN,ChIJ_z7eiqEoTI8Rd460P_qMgEY
536,Moon Palace® Cancun All Inclusive Resort,4.5,"Cancun - Chetumal Km 340, Riviera Maya, Cancún",CUN,ChIJpy4RUlwoTI8RXrJ2FFP42qc
537,Live Aqua Beach Resort Cancun,4.6,"Boulevard Kukulcan Km 12.5, Zona Hotelera, Cancún",CUN,ChIJNaiYPHYrTI8R6qHmlkHnuWI
538,Sheraton Charlotte Airport Hotel,4.3,"3315 Scott Futrell Drive, Charlotte",CLT,ChIJbZ-wtxKiVogROzKJ8Fze8FM
539,Hyatt Place Charlotte Airport/Tyvola Road,4,"2950 Oak Lake Boulevard, Charlotte",CLT,ChIJc6MGw-eYVogRvg9hgVFI56E
540,Hyatt Place Charlotte Airport/Lake Pointe,4.1,"4119 South Stream Boulevard, Charlotte",CLT,ChIJy6wOld-YVogRTZnrYGAYWtg
541,"Holiday Inn Charlotte-Airport Conf Ctr, an IHG Hotel",4.1,"2707 Little Rock Road, Charlotte",CLT,ChIJdbjECWOiVogRUOJppRWrk-U
542,Hampton Inn & Suites Charlotte-Airport,4.2,"2731 Little Rock Road, Charlotte",CLT,ChIJqbVsF2OiVogRATDYOUp9TFA
543,Hilton Chicago O'Hare Airport,3.8,"10000 West Balmoral Avenue, Chicago",CHI,ChIJkQT6kAe2D4gR52GlJt1dD0A
544,Sheraton Suites Chicago O'Hare,4.3,"6501 Mannheim Road, Rosemont",CHI,ChIJpw77ZGi2D4gRT-t2raLahQU
545,Best Western At O'Hare,3.7,"10300 West Higgins Road, Rosemont",CHI,ChIJyxHg5We2D4gRiGgYloWqdJc
546,Sonesta Chicago O'Hare Airport Rosemont,4.2,"10233 West Higgins Road, Rosemont",CHI,ChIJx_mi-Gi2D4gRFbi8l1JRess
547,Four Points by Sheraton Chicago O'Hare Airport,3.8,"10249 West Irving Park Road, Schiller Park",CHI,ChIJu0v2trm1D4gRCKrJi_F7GCY
548,"Holiday Inn Express & Suites Chicago-Midway Airport, an IHG Hotel",4.2,"6500 South Cicero Avenue, Chicago",CHI,ChIJ6dTsFPwwDogRKHrBt08Kolw
549,Chicago Marriott Midway,4.2,"6520 South Cicero Avenue, Chicago",CHI,ChIJ-S-Rh_wwDogRtRIkyZ00ulo
550,Courtyard by Marriott Chicago Midway Airport,4.1,"6610 South Cicero Avenue, Bedford Park",CHI,ChIJxyoZ4fswDogRR1wA8Y4oOWU
551,Fairfield Inn & Suites by Marriott Chicago Midway Airport,4,"6630 South Cicero Avenue, Bedford Park",CHI,ChIJ4efn4PswDogRlyPq55S1rzQ
552,Hilton Garden Inn Chicago/Midway Airport,4.1,"6530 South Cicero Avenue, Bedford Park",CHI,ChIJgY_PBPwwDogREO3iaaFP8uo
553,Hilton Garden Inn Colorado Springs Airport,4.2,"2035 Aerotech Drive, Colorado Springs",COS,ChIJWdkSfbZGE4cR-P352U_H_yQ
554,Radisson Hotel Colorado Springs Airport,4.4,"1645 Newport Road, Colorado Springs",COS,ChIJgcYTDhhFE4cRNij0sYiUZpM
555,TownePlace Suites by Marriott Colorado Springs South,4.1,"1530 Newport Road, Colorado Springs",COS,ChIJdcUPd7hGE4cRf56TfQFdaTM
556,SpringHill Suites by Marriott Colorado Springs South,4.2,"1570 Newport Road, Colorado Springs",COS,ChIJa4duCrhGE4cRGH1mnKWhJbQ
557,"Holiday Inn Express & Suites Colorado Springs Airport, an IHG Hotel",4,"1815 Aeroplaza Drive, Colorado Springs",COS,ChIJ-XPzcLpGE4cR_Uvql1IBWas
558,Embassy Suites by Hilton Dallas Love Field,4.3,"3880 West Northwest Highway, Dallas",DFW,ChIJv3QIGcSdToYRPI1IP5IcGpk
559,Hawthorn Suites by Wyndham Dallas Love Field Airport,3.2,"7900 Brookriver Drive, Dallas",DFW,ChIJn8Ye4GicToYRfaW-McfeTZk
560,"Crowne Plaza Dallas-Market Center, an IHG Hotel",3.5,"7050 North Stemmons Freeway, Dallas",DFW,ChIJvVZ6XG-cToYR_uPnPuhuiYQ
561,Comfort Inn & Suites Dallas Medical-Market Center,3.9,"1521 Inwood Road, Dallas",DFW,ChIJVwgtfg6cToYRFx8Z5lwufMY
562,Embassy Suites by Hilton Dallas Market Center,3.8,"2727 North Stemmons Freeway, Dallas",DFW,ChIJ9fa91qqeToYRCE4aW1Vw-2M
563,Hyatt Regency Dfw International Airport,4.3,"2334 North International Parkway, Dallas",DFW,ChIJA6nNJtjGK4YRLtRc_TGYfNI
564,"Holiday Inn Express & Suites Irving DFW Airport North, an IHG Hotel",3.8,"4550 West John Carpenter Freeway, Irving",DFW,ChIJrfI1MyYqTIYRZ3fMo6r-oZo
